start,end,activity,time_of_the_day,BedPressureBedroom_1,CabinetMagneticBathroom_2,BasinPIRBathroom_3,ToiletFlushBathroom_4,ShowerPIRBathroom_5,FridgeMagneticKitchen_6,CupboardMagneticKitchen_7,ToasterElectricKitchen_8,CooktopPIRKitchen_9,MicrowaveElectricKitchen_10,SeatPressureLiving_11,MaindoorMagneticEntrance_12
28-Nov-2011 02:56:00,28-Nov-2011 02:56:59,goToBed,0.12222222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 02:57:00,28-Nov-2011 02:57:59,goToBed,0.12291666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 02:58:00,28-Nov-2011 02:58:59,goToBed,0.12361111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 02:59:00,28-Nov-2011 02:59:59,goToBed,0.12430555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:00:00,28-Nov-2011 03:00:59,goToBed,0.125,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:01:00,28-Nov-2011 03:01:59,goToBed,0.12569444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:02:00,28-Nov-2011 03:02:59,goToBed,0.12638888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:03:00,28-Nov-2011 03:03:59,goToBed,0.12708333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:04:00,28-Nov-2011 03:04:59,goToBed,0.12777777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:05:00,28-Nov-2011 03:05:59,goToBed,0.1284722222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:06:00,28-Nov-2011 03:06:59,goToBed,0.12916666666666668,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:07:00,28-Nov-2011 03:07:59,goToBed,0.12986111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:08:00,28-Nov-2011 03:08:59,goToBed,0.13055555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:09:00,28-Nov-2011 03:09:59,goToBed,0.13125,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:10:00,28-Nov-2011 03:10:59,goToBed,0.13194444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:11:00,28-Nov-2011 03:11:59,goToBed,0.1326388888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:12:00,28-Nov-2011 03:12:59,goToBed,0.13333333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:13:00,28-Nov-2011 03:13:59,goToBed,0.13402777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:14:00,28-Nov-2011 03:14:59,goToBed,0.13472222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:15:00,28-Nov-2011 03:15:59,goToBed,0.13541666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:16:00,28-Nov-2011 03:16:59,goToBed,0.1361111111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:17:00,28-Nov-2011 03:17:59,goToBed,0.13680555555555557,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:18:00,28-Nov-2011 03:18:59,goToBed,0.1375,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:19:00,28-Nov-2011 03:19:59,goToBed,0.13819444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:20:00,28-Nov-2011 03:20:59,goToBed,0.1388888888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:21:00,28-Nov-2011 03:21:59,goToBed,0.13958333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:22:00,28-Nov-2011 03:22:59,goToBed,0.14027777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:23:00,28-Nov-2011 03:23:59,goToBed,0.14097222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:24:00,28-Nov-2011 03:24:59,goToBed,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:25:00,28-Nov-2011 03:25:59,goToBed,0.1423611111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:26:00,28-Nov-2011 03:26:59,goToBed,0.14305555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:27:00,28-Nov-2011 03:27:59,goToBed,0.14375,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:28:00,28-Nov-2011 03:28:59,goToBed,0.14444444444444443,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:29:00,28-Nov-2011 03:29:59,goToBed,0.1451388888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:30:00,28-Nov-2011 03:30:59,goToBed,0.14583333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:31:00,28-Nov-2011 03:31:59,goToBed,0.14652777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:32:00,28-Nov-2011 03:32:59,goToBed,0.14722222222222223,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:33:00,28-Nov-2011 03:33:59,goToBed,0.14791666666666667,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:34:00,28-Nov-2011 03:34:59,goToBed,0.1486111111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:35:00,28-Nov-2011 03:35:59,goToBed,0.14930555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:36:00,28-Nov-2011 03:36:59,goToBed,0.15,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:37:00,28-Nov-2011 03:37:59,goToBed,0.15069444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:38:00,28-Nov-2011 03:38:59,goToBed,0.15138888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:39:00,28-Nov-2011 03:39:59,goToBed,0.15208333333333332,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:40:00,28-Nov-2011 03:40:59,goToBed,0.1527777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:41:00,28-Nov-2011 03:41:59,goToBed,0.15347222222222223,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:42:00,28-Nov-2011 03:42:59,goToBed,0.15416666666666667,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:43:00,28-Nov-2011 03:43:59,goToBed,0.15486111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:44:00,28-Nov-2011 03:44:59,goToBed,0.15555555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:45:00,28-Nov-2011 03:45:59,goToBed,0.15625,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:46:00,28-Nov-2011 03:46:59,goToBed,0.15694444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:47:00,28-Nov-2011 03:47:59,goToBed,0.15763888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:48:00,28-Nov-2011 03:48:59,goToBed,0.15833333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:49:00,28-Nov-2011 03:49:59,goToBed,0.15902777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:50:00,28-Nov-2011 03:50:59,goToBed,0.1597222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:51:00,28-Nov-2011 03:51:59,goToBed,0.16041666666666668,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:52:00,28-Nov-2011 03:52:59,goToBed,0.16111111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:53:00,28-Nov-2011 03:53:59,goToBed,0.16180555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:54:00,28-Nov-2011 03:54:59,goToBed,0.1625,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:55:00,28-Nov-2011 03:55:59,goToBed,0.16319444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:56:00,28-Nov-2011 03:56:59,goToBed,0.1638888888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:57:00,28-Nov-2011 03:57:59,goToBed,0.16458333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:58:00,28-Nov-2011 03:58:59,goToBed,0.16527777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 03:59:00,28-Nov-2011 03:59:59,goToBed,0.16597222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:00:00,28-Nov-2011 04:00:59,goToBed,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:01:00,28-Nov-2011 04:01:59,goToBed,0.1673611111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:02:00,28-Nov-2011 04:02:59,goToBed,0.16805555555555557,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:03:00,28-Nov-2011 04:03:59,goToBed,0.16875,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:04:00,28-Nov-2011 04:04:59,goToBed,0.16944444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:05:00,28-Nov-2011 04:05:59,goToBed,0.1701388888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:06:00,28-Nov-2011 04:06:59,goToBed,0.17083333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:07:00,28-Nov-2011 04:07:59,goToBed,0.17152777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:08:00,28-Nov-2011 04:08:59,goToBed,0.17222222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:09:00,28-Nov-2011 04:09:59,goToBed,0.17291666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:10:00,28-Nov-2011 04:10:59,goToBed,0.1736111111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:11:00,28-Nov-2011 04:11:59,goToBed,0.17430555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:12:00,28-Nov-2011 04:12:59,goToBed,0.175,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:13:00,28-Nov-2011 04:13:59,goToBed,0.17569444444444443,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:14:00,28-Nov-2011 04:14:59,goToBed,0.1763888888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:15:00,28-Nov-2011 04:15:59,goToBed,0.17708333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:16:00,28-Nov-2011 04:16:59,goToBed,0.17777777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:17:00,28-Nov-2011 04:17:59,goToBed,0.17847222222222223,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:18:00,28-Nov-2011 04:18:59,goToBed,0.17916666666666667,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:19:00,28-Nov-2011 04:19:59,goToBed,0.1798611111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:20:00,28-Nov-2011 04:20:59,goToBed,0.18055555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:21:00,28-Nov-2011 04:21:59,goToBed,0.18125,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:22:00,28-Nov-2011 04:22:59,goToBed,0.18194444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:23:00,28-Nov-2011 04:23:59,goToBed,0.18263888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:24:00,28-Nov-2011 04:24:59,goToBed,0.18333333333333332,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:25:00,28-Nov-2011 04:25:59,goToBed,0.1840277777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:26:00,28-Nov-2011 04:26:59,goToBed,0.18472222222222223,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:27:00,28-Nov-2011 04:27:59,goToBed,0.18541666666666667,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:28:00,28-Nov-2011 04:28:59,goToBed,0.18611111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:29:00,28-Nov-2011 04:29:59,goToBed,0.18680555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:30:00,28-Nov-2011 04:30:59,goToBed,0.1875,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:31:00,28-Nov-2011 04:31:59,goToBed,0.18819444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:32:00,28-Nov-2011 04:32:59,goToBed,0.18888888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:33:00,28-Nov-2011 04:33:59,goToBed,0.18958333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:34:00,28-Nov-2011 04:34:59,goToBed,0.19027777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:35:00,28-Nov-2011 04:35:59,goToBed,0.1909722222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:36:00,28-Nov-2011 04:36:59,goToBed,0.19166666666666668,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:37:00,28-Nov-2011 04:37:59,goToBed,0.19236111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:38:00,28-Nov-2011 04:38:59,goToBed,0.19305555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:39:00,28-Nov-2011 04:39:59,goToBed,0.19375,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:40:00,28-Nov-2011 04:40:59,goToBed,0.19444444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:41:00,28-Nov-2011 04:41:59,goToBed,0.1951388888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:42:00,28-Nov-2011 04:42:59,goToBed,0.19583333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:43:00,28-Nov-2011 04:43:59,goToBed,0.19652777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:44:00,28-Nov-2011 04:44:59,goToBed,0.19722222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:45:00,28-Nov-2011 04:45:59,goToBed,0.19791666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:46:00,28-Nov-2011 04:46:59,goToBed,0.1986111111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:47:00,28-Nov-2011 04:47:59,goToBed,0.19930555555555557,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:48:00,28-Nov-2011 04:48:59,goToBed,0.2,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:49:00,28-Nov-2011 04:49:59,goToBed,0.20069444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:50:00,28-Nov-2011 04:50:59,goToBed,0.2013888888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:51:00,28-Nov-2011 04:51:59,goToBed,0.20208333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:52:00,28-Nov-2011 04:52:59,goToBed,0.20277777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:53:00,28-Nov-2011 04:53:59,goToBed,0.20347222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:54:00,28-Nov-2011 04:54:59,goToBed,0.20416666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:55:00,28-Nov-2011 04:55:59,goToBed,0.2048611111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:56:00,28-Nov-2011 04:56:59,goToBed,0.20555555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:57:00,28-Nov-2011 04:57:59,goToBed,0.20625,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:58:00,28-Nov-2011 04:58:59,goToBed,0.20694444444444443,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 04:59:00,28-Nov-2011 04:59:59,goToBed,0.2076388888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:00:00,28-Nov-2011 05:00:59,goToBed,0.20833333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:01:00,28-Nov-2011 05:01:59,goToBed,0.20902777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:02:00,28-Nov-2011 05:02:59,goToBed,0.20972222222222223,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:03:00,28-Nov-2011 05:03:59,goToBed,0.21041666666666667,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:04:00,28-Nov-2011 05:04:59,goToBed,0.2111111111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:05:00,28-Nov-2011 05:05:59,goToBed,0.21180555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:06:00,28-Nov-2011 05:06:59,goToBed,0.2125,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:07:00,28-Nov-2011 05:07:59,goToBed,0.21319444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:08:00,28-Nov-2011 05:08:59,goToBed,0.21388888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:09:00,28-Nov-2011 05:09:59,goToBed,0.21458333333333332,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:10:00,28-Nov-2011 05:10:59,goToBed,0.2152777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:11:00,28-Nov-2011 05:11:59,goToBed,0.21597222222222223,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:12:00,28-Nov-2011 05:12:59,goToBed,0.21666666666666667,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:13:00,28-Nov-2011 05:13:59,goToBed,0.21736111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:14:00,28-Nov-2011 05:14:59,goToBed,0.21805555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:15:00,28-Nov-2011 05:15:59,goToBed,0.21875,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:16:00,28-Nov-2011 05:16:59,goToBed,0.21944444444444444,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:17:00,28-Nov-2011 05:17:59,goToBed,0.22013888888888888,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:18:00,28-Nov-2011 05:18:59,goToBed,0.22083333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:19:00,28-Nov-2011 05:19:59,goToBed,0.22152777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:20:00,28-Nov-2011 05:20:59,goToBed,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:21:00,28-Nov-2011 05:21:59,goToBed,0.22291666666666668,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:22:00,28-Nov-2011 05:22:59,goToBed,0.22361111111111112,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:23:00,28-Nov-2011 05:23:59,goToBed,0.22430555555555556,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:24:00,28-Nov-2011 05:24:59,goToBed,0.225,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:25:00,28-Nov-2011 05:25:59,goToBed,0.22569444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:26:00,28-Nov-2011 05:26:59,goToBed,0.2263888888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:27:00,28-Nov-2011 05:27:59,goToBed,0.22708333333333333,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:28:00,28-Nov-2011 05:28:59,goToBed,0.22777777777777777,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:29:00,28-Nov-2011 05:29:59,goToBed,0.22847222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:30:00,28-Nov-2011 05:30:59,goToBed,0.22916666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:31:00,28-Nov-2011 05:31:59,goToBed,0.2298611111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:32:00,28-Nov-2011 05:32:59,goToBed,0.23055555555555557,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:33:00,28-Nov-2011 05:33:59,goToBed,0.23125,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:34:00,28-Nov-2011 05:34:59,goToBed,0.23194444444444445,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:35:00,28-Nov-2011 05:35:59,goToBed,0.2326388888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:36:00,28-Nov-2011 05:36:59,goToBed,0.23333333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:37:00,28-Nov-2011 05:37:59,goToBed,0.23402777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:38:00,28-Nov-2011 05:38:59,goToBed,0.23472222222222222,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:39:00,28-Nov-2011 05:39:59,goToBed,0.23541666666666666,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:40:00,28-Nov-2011 05:40:59,goToBed,0.2361111111111111,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:41:00,28-Nov-2011 05:41:59,goToBed,0.23680555555555555,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:42:00,28-Nov-2011 05:42:59,goToBed,0.2375,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:43:00,28-Nov-2011 05:43:59,goToBed,0.23819444444444443,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:44:00,28-Nov-2011 05:44:59,goToBed,0.2388888888888889,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:45:00,28-Nov-2011 05:45:59,goToBed,0.23958333333333334,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:46:00,28-Nov-2011 05:46:59,goToBed,0.24027777777777778,1,0,0,0,0,0,0,0,0,0,0,0
28-Nov-2011 05:47:00,28-Nov-2011 05:47:59,goToBed,0.24097222222222223,1,0,0,0,0,0,0,0,0,0,0,0
